"Coronary artery congenital malformation";0
"Microlissencephaly";29
"Isolated lissencephaly type 1 without known genetic defects";0
"Short stature-heart defect-craniofacial anomalies syndrome";0
"Non-syndromic esophageal malformation";0
"Syndromic esophageal malformation";0
"Non-syndromic gastroduodenal malformation";0
"Syndromic gastroduodenal malformation";0
"Non-syndromic intestinal malformation";0
"Syndromic intestinal malformation";0
"Non-syndromic visceral malformation";0
"Syndromic visceral malformation";0
"Non-syndromic diaphragmatic or abdominal wall malformation";0
"Syndromic diaphragmatic or abdominal wall malformation";0
"Non-syndromic developmental defect of the eye";0
"Syndromic developmental defect of the eye";0
"Non-syndromic central nervous system malformation";0
"Syndrome with a central nervous system malformation as major feature";0
"Non-syndromic respiratory or mediastinal malformation";0
"Syndromic respiratory or mediastinal malformation";0
"Rare anemia";0
"Rare intoxication";5
"Bannayan-Riley-Ruvalcaba syndrome";93
"Arthrogryposis syndrome";12
"Syndrome with limb malformations as a major feature";0
"Non-syndromic limb malformation";0
"Renal-genital-middle ear anomalies";0
"Anonychia-microcephaly syndrome";0
"Pentasomy X";16
"Bardet-Biedl syndrome";600
"Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome";0
"Anophthalmia-hypothalamo-pituitary insufficiency syndrome";0
"Anophthalmia plus syndrome";11
"Microphthalmia with limb anomalies";4
"Barth syndrome";218
"Aortic arch anomaly-facial dysmorphism-intellectual disability syndrome";0
"Aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome";0
"Aphalangy-syndactyly-microcephaly syndrome";0
"Aplasia cutis congenita";305
"Recessive aplasia cutis congenita of limbs";0
"Aplasia cutis congenita-intestinal lymphangiectasia syndrome";0
"Aplasia cutis-myopia syndrome";0
"Fibular aplasia-ectrodactyly syndrome";0
"Bartter syndrome";927
"Lung agenesis-heart defect-thumb anomalies syndrome";0
"Radial deficiency-tibial hypoplasia syndrome";0
"Ulnar hypoplasia-split foot syndrome";0
"Caudal appendage-deafness syndrome";0
"Ocular motor apraxia, Cogan type";0
"Aprosencephaly cerebellar dysgenesis";0
"Arachnodactyly-abnormal ossification-intellectual disability syndrome";0
"Bazex-Dupré-Christol syndrome";33
"Arachnodactyly-intellectual disability-dysmorphism syndrome";0
"X-linked mandibulofacial dysostosis";0
"Aortic arch defects";10
"AREDYLD syndrome";1
"Arrhinia";15
"Arrhinia-choanal atresia-microphthalmia syndrome";0
"Arnold-Chiari malformation type II";11
"Abnormal origin of the pulmonary artery";1
"Auriculoosteodysplasia";0
"Neurogenic arthrogryposis multiplex congenita";6
"Arthrogryposis-like hand anomaly-sensorineural deafness syndrome";0
"Infantile-onset X-linked spinal muscular atrophy";0
"Digitotalar dysmorphism";5
"Sheldon-Hall syndrome";10
"Arthrogryposis-like syndrome";0
"Congenital contractural arachnodactyly";89
"Arthrogryposis multiplex congenita-whistling face syndrome";0
"Arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome";0
"Arthrogryposis due to muscular dystrophy";0
"Progressive pseudorheumatoid arthropathy of childhood";6
"Beckwith-Wiedemann syndrome";1074
"Chylous ascites";768
"Aspergillosis";10350
"Allergic bronchopulmonary aspergillosis";1404
"Congenital unilateral hypoplasia of depressor anguli oris";0
"Facial asymmetry-temporal seizures syndrome";0
"Ataxia-oculomotor apraxia type 1";10
"Behçet disease";892
"Autosomal recessive cerebelloparenchymal disorder type 3";0
"Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome";0
"Autosomal recessive cerebellar ataxia";67
"Cerebellar ataxia-hypogonadism syndrome";0
"Cerebellar ataxia-ectodermal dysplasia syndrome";0
"X-linked progressive cerebellar ataxia";0
"Rare intestinal disease";3
"Syndromic anorectal malformation";0
"Early-onset cerebellar ataxia with retained tendon reflexes";29
"Ataxia-tapetoretinal degeneration syndrome";0
"Benign paroxysmal tonic upgaze of childhood with ataxia";0
"Beta-mannosidosis";43
"Ataxia-hypogonadism-choroidal dystrophy syndrome";0
"Spastic ataxia with congenital miosis";0
"Opsoclonus-myoclonus syndrome";261
"Ataxia-photosensitivity-short stature syndrome";0
"Spinocerebellar ataxia-dysmorphism syndrome";0
"Infantile onset spinocerebellar ataxia";34
"Lethal ataxia with deafness and optic atrophy";0
"Ataxia-deafness-intellectual disability syndrome";0
"Autosomal recessive limb-girdle muscular dystrophy type 2E";0
"Atelosteogenesis type I";10
"Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome";0
"Atkin-Flaitz syndrome";2
"TMEM70-related mitochondrial encephalo-cardio-myopathy";0
"Congenital atransferrinemia";7
"Colonic atresia";101
"Esophageal atresia";2356
"Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome";0
"Atresia of small intestine";27
"Larynx atresia";0
"Duodenal atresia";465
"Mitral atresia";183
"Pulmonary atresia with ventricular septal defect";285
"Pulmonary atresia-intact ventricular septum syndrome";0
"Tricuspid atresia";964
"Progressive hemifacial atrophy";110
"Autosomal dominant optic atrophy plus syndrome";0
"Autosomal dominant congenital benign spinal muscular atrophy";0
"Spinal atrophy-ophthalmoplegia-pyramidal syndrome";0
"Aurocephalosyndactyly";0
"Birt-Hogg-Dubé syndrome";277
"Cheilitis glandularis";31
"Balantidiasis";47
"Baller-Gerold syndrome";44
"Bamforth-Lazarus syndrome";3
"Bangstad syndrome";0
"Banki syndrome";0
"Congenital intrauterine infection-like syndrome";3
"Björnstad syndrome";16
"Barber-Say syndrome";12
"Bartsocas-Papas syndrome";28
"Ectodermal dysplasia-absent dermatoglyphs syndrome";0
"Severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome";0
"Beemer-Ertbruggen syndrome";0
"Behr syndrome";8
"Blackfan-Diamond anemia";19
"Metaphyseal acroscyphodysplasia";3
"Bencze syndrome";2
"Best vitelliform macular dystrophy";85
"BIDS syndrome";5
"Brachydactyly-nystagmus-cerebellar ataxia syndrome";0
"Schistosomiasis";9991
"Maxillonasal dysplasia";46
"Bloom syndrome";876
"Blepharofacioskeletal syndrome";2
"Blepharonasofacial malformation syndrome";0
"Ascher syndrome";6
"Blepharophimosis-radioulnar synostosis syndrome";0
"Blepharoptosis-cleft palate-ectrodactyly-dental anomalies syndrome";0
"Blepharoptosis-myopia-ectopia lentis syndrome";0
"Blepharophimosis-epicanthus inversus-ptosis syndrome";0
"Sino-auricular heart block";1
"Bonnemann-Meinecke-Reich syndrome";0
"Böök syndrome";0
"Boomerang dysplasia";17
"Tricho-retino-dento-digital syndrome";0
"Dermato-cardio-skeletal syndrome, Borrone type";0
"Botulism";1275
"Borjeson-Forssman-Lehmann syndrome";39
"Bowen-Conradi syndrome";18
"Bowen syndrome";3
"Fine-Lubinsky syndrome";4
"Brachydactyly-elbow wrist dysplasia syndrome";0
"Brachydactyly-arterial hypertension syndrome";0
"Brachydactyly-mesomelia-intellectual disability-heart defects syndrome";0
"Brachydactyly-preaxial hallux varus syndrome";0
"Diphyllobothriasis";180
"Pseudopelade of Brocq";20
"Brachymorphism-onychodysplasia-dysphalangism syndrome";3
"Brachyolmia";38
"Brachytelephalangy-dysmorphism-Kallmann syndrome";0
"Lambert syndrome";83
"Branchio-oculo-facial syndrome";50
"Branchioskeletogenital syndrome";0
"6-pyruvoyl-tetrahydropterin synthase deficiency";36
"Brugada syndrome";2130
"Autosomal dominant popliteal pterygium syndrome";0
"Bronchiectasis-oligospermia syndrome";0
"Cryptogenic organizing pneumonia";845
"Bronchiolitis obliterans with obstructive pulmonary disease";0
"Brucellosis";3446
"Feingold syndrome";24
"Buschke-Ollendorff syndrome";65
"Distal limb deficiencies-micrognathia syndrome";0
"C syndrome";49
"Medullary sponge kidney";185
"Budd-Chiari syndrome";2060
"Caffey disease";33
"Infantile choroidocerebral calcification syndrome";0
"Symmetrical thalamic calcifications";2
"CAMFAK syndrome";1
"Campomelia, Cumming type";0
"Camptobrachydactyly";0
"Butyrylcholinesterase deficiency";33
"Idiopathic camptocormia";3
"Camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome";0
"Camptodactyly-joint contractures-facial skeletal defects syndrome";0
"Camptodactyly-taurinuria syndrome";0
"Camptodactyly syndrome, Guadalajara type 2";0
"Camptodactyly syndrome, Guadalajara type 1";0
"Camurati-Engelmann disease";81
"Complete atrioventricular canal";217
"Chronic beryllium disease";287
"Partial atrioventricular canal";77
"Familial prostate cancer";169
"Medullary thyroid carcinoma";2828
"Familial pancreatic carcinoma";12
"Chronic mucocutaneous candidiasis";515
"Pentalogy of Cantrell";132
"Hyperkeratosis-hyperpigmentation syndrome";1
"Heart defect-tongue hamartoma-polysyndactyly syndrome";0
"Beta-ketothiolase deficiency";44
"Cardiofaciocutaneous syndrome";99
"Heart-hand syndrome type 3";0
"Atrial standstill";121
"Cardiomyopathy-cataract-hip spine disease syndrome";0
"Maternally-inherited cardiomyopathy and hearing loss";0
"CACH syndrome";6
"Heart-hand syndrome type 2";0
"Atrioventricular defect-blepharophimosis-radial and anal defect syndrome";0
"Heart defects-limb shortening syndrome";0
"Congenital heart defect-round face-developmental delay syndrome";0
"Carey-Fineman-Ziter  syndrome";6
"Carney complex";493
"CADASIL";866
"Carnosinemia";4
"Autosomal recessive palmoplantar keratoderma and congenital alopecia";0
"Cataract-ataxia-deafness syndrome";0
"Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome";0
"Congenital disorder of glycosylation";252
"Cataract-aberrant oral frenula-growth delay syndrome";0
"Cataract-hypertrichosis-intellectual disability syndrome";0
"Neonatal hypoxic and ischemic brain injury";0
"Vulvar intraepithelial neoplasia";475
"Herpes simplex virus keratitis";72
"Infectious epithelial keratitis";4
"Neurotrophic keratopathy";77
"Stromal keratitis";348
"Congenital cataract-ichthyosis syndrome";0
"Endotheliitis";146
"Legius syndrome";47
"Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome";0
"Nephrogenic systemic fibrosis";544
"Intractable diarrhea-choanal atresia-eye anomalies syndrome";0
"Glycogen storage disease due to muscle and heart glycogen synthase deficiency";0
"Cardiac anomalies-heterotaxy syndrome";0
"Lung fibrosis-immunodeficiency-46,XX gonadal dysgenesis syndrome";0
"Overgrowth-macrocephaly-facial dysmorphism syndrome";0
"Leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome";0
"Microcephaly-digital anomalies-intellectual disability syndrome";0
"Microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome";0
"Capillary malformation-arteriovenous malformation syndrome";16
"Pellucid marginal degeneration";117
"Histiocytoid cardiomyopathy";38
"Czech dysplasia, metatarsal type";0
"Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1";0
"Asherman syndrome";57
"Cytomegalovirus disease in patients with impaired cell mediated immunity deemed at risk";0
"Cataract-microcornea syndrome";16
"Neurological conditions associated with aminoacylase 1 deficiency";0
"Lethal congenital contracture syndrome type 2";0
"Lethal congenital contracture syndrome type 3";0
"Primary cutaneous amyloidosis";74
"Nodular cutaneous amyloidosis";21
"Macular amyloidosis";87
"Arachnoiditis";981
"Rare endometriosis";0
"X-linked intellectual disability-cerebellar hypoplasia syndrome";0
"Frank-Ter Haar syndrome";12
"Lemierre syndrome";232
"Martínez-Frías syndrome";7
"Madras motor neuron disease";8
"Laminopathy type Decaudain-Vigouroux";0
"Auriculocondylar syndrome";8
"Male infertility due to large-headed multiflagellar polyploid spermatozoa";0
"Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome";0
"Isolated optic nerve hypoplasia";2
"Syndromic optic nerve hypoplasia";0
"Hypotonia with lactic acidemia and hyperammonemia";0
"Autism-facial port-wine stain syndrome";0
"Choanal atresia";827
"Choanal atresia, unilateral";0
"Choanal atresia, bilateral";0
"Primary laryngeal lymphangioma";0
"Neonatal brainstem dysfunction";4
"Congenital laryngeal palsy";0
"Laryngotracheal angioma";0
"CHARGE syndrome";335
"Cataract-nephropathy-encephalopathy syndrome";0
"Pierre Robin syndrome associated with collagen disease";0
"Rare disease with Pierre Robin syndrome";0
"Pierre Robin syndrome associated with a chromosomal anomaly";0
"Pierre Robin syndrome associated with branchial archs anomalies";0
"Pierre Robin syndrome associated with bone disease";0
"Teratogenic Pierre Robin syndrome";0
"Sucking/swallowing disorder not related with Pierre Robin syndrome";0
"Sucking/swallowing disorder associated with an identified syndrome";0
"Sucking/swallowing disorder associated to a chromosomal anomaly";0
"Syndromic sucking/swallowing disorder with unidentifyed syndrome";0
"Sucking/swallowing disorder associated to cervicofacial or esophageal malformation";0
"Sucking/swallowing disorder associated with neurologic anomalies";0
"Cataract-intellectual disability-anal atresia-urinary defects syndrome";0
"Sucking/swallowing disorder associated with suprabulbar anomalies";0
"Sucking/swallowing disorder associated with basal ganglia anomalies";0
"Sucking/swallowing disorder associated with posterior fossa anomalies";0
"Sucking/swallowing disorder associated with cerebellar anomalies";0
"Sucking/swallowing disorder associated with a neuromuscular disease";0
"Acquired alimentary behavior disorder of infancy";0
"Sucking/swallowing disorder";0
"Cataract-deafness-hypogonadism syndrome";0
"Cataract-intellectual disability-hypogonadism syndrome";0
"Catel-Manzke syndrome";18
"Cortical blindness-intellectual disability-polydactyly syndrome";0
"CHILD syndrome";502
"Night blindness-skeletal anomalies-dysmorphism syndrome";0
"Developmental anomaly of metabolic origin";0
"Rare bone development disorder";0
"Malformation syndrome with short stature";0
"Overgrowth/obesity syndrome";0
"Malformation syndrome with skin/mucosae involvement";0
"Rare developmental defect with connective tissue involvement";0
"Progeroid syndrome";152
"Branchial arch or oral-acral syndrome";0
"Orofacial clefting syndrome";2
"Malformation syndrome with odontal and/or periodontal component";0
"Cerebrocostomandibular syndrome";15
"Isolated craniosynostosis";43
"Syndromic craniosynostosis";268
"X-linked cerebral adrenoleukodystrophy";4
"Adrenomyeloneuropathy";316
"Cerebrofaciothoracic dysplasia";7
"Drug rash with eosinophilia and systemic symptoms";163
"Encephalopathy due to prosaposin deficiency";0
"Carney triad";86
"Congenital panfollicular nevus";3
"Acute transverse myelitis";299
"Secondary acute transverse myelitis";0
"Idiopathic acute transverse myelitis";21
"Perioral myoclonia with absences";0
"Jeavons syndrome";17
"Multicentric reticulohistiocytosis";193
"Hypomyelination with atrophy of basal ganglia and cerebellum";2
"Leukoencephalopathy with bilateral anterior temporal lobe cysts";0
"Progressive cavitating leukoencephalopathy";4
"Microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome";0
"Autosomal recessive bestrophinopathy";28
"SERKAL syndrome";0
"Microphthalmia with brain and digit anomalies";0
"17q11.2 microduplication syndrome";0
"Al-Gazali-Dattani syndrome";0
"Autosomal recessive spastic paraplegia type 39";0
"Autosomal recessive ataxia due to ubiquinone deficiency";0
"Hemochromatosis type 4";15
"African iron overload";19
"Neuropathy with hearing impairment";0
"Charcot-Marie-Tooth disease type 4J";15
"Distal hereditary motor neuropathy type 1";0
"Distal hereditary motor neuropathy type 2";0
"Distal hereditary motor neuropathy type 5";0
"Distal spinal muscular atrophy type 3";0
"Distal hereditary motor neuropathy, Jerash type";0
"X-linked distal spinal muscular atrophy type 3";0
"Hereditary sensory and autonomic neuropathy type 1B";0
"Hereditary sensory and autonomic neuropathy with deafness and global delay";0
"Hereditary sensory and autonomic neuropathy with spastic paraplegia";0
"X-linked hereditary sensory and autonomic neuropathy with deafness";0
"Distal hereditary motor neuropathy type 7";0
"Cerebrorenodigital syndrome";0
"Hydrocephaly-cerebellar agenesis syndrome";0
"Isolated cerebellar hypoplasia/agenesis";0
"Richards-Rundle syndrome";3
"Abetalipoproteinemia";357
"Campomelic dysplasia";164
"CHAND syndrome";4
"Inherited cancer-predisposing syndrome";0
"Secondary hypoparathyroidism due to impaired parathormon secretion";0
"Hereditary iron overload with neurologic manifestation";0
"Hereditary iron overload with anemia";0
"Primary intraosseous venous malformation";0
"Hereditary motor and sensory neuropathy";514
"Autosomal dominant hereditary demyelinating motor and sensory neuropathy";0
"Autosomal dominant hereditary axonal motor and sensory neuropathy";0
"Autosomal recessive hereditary demyelinating motor and sensory neuropathy";0
"Autosomal dominant distal hereditary motor neuropathy";0
"Autosomal recessive distal hereditary motor neuropathy";0
"Hereditary sensory and autonomic neuropathy";169
"Autosomal dominant hereditary sensory and autonomic neuropathy";0
